mention_id	volume	host_xml_id	host_person_id	host_heading	surname_token	mention_name	verdict	method	resolved_hub_id	resolved_heading	candidate_hub_ids	candidate_headings	candidate_scores	family_cluster	chips	gold_hub_id	gold_agrees	sentence
M-Volume_4IIIorg-NOXID-מייערסאָן-012	4	facs_351_tr_1754998561	P-4-facs_351_tr_1754998561	קרויזע, שלמה	מייערסאן	מייערסאָן	AMBIGUOUS	family_abstain_suggested			HUB-D3814|HUB-D2459	מייערסאָן, מ. ל.|מייערסאָן, ליאָסע	0.4|0.3	1	gender:male|family-cluster|career-overlap	HUB-D2459		האָט קרויזה אָנגאַזשירט מייערסאָנען אַלס רעזשיסאָר
M-Volume_4IIIorg-NOXID-מייערסאָן-013	4	facs_596_tr_1755029963	P-4-facs_596_tr_1755029963	פֿייל, יהושע	מייערסאן	מייערסאָן	RESOLVED	unique_candidate	HUB-D3814	מייערסאָן, מ. ל.	HUB-D3814	מייערסאָן, מ. ל.	0.4	0	gender:male|year:1910|career-overlap	HUB-D2459	0	פֿאַראייניקט זיך מיט מייערסאָנען ביז 1910.
M-Volume5IIIorg-5-facs_56_r_1-מייערסאָן-000	5	facs_56_r_1	P-5-facs_56_r_1	וויינבערג, סאָניע [קאַרל]	מייערסאן	מייערסאָן	RESOLVED	unique_candidate	HUB-D3814	מייערסאָן, מ. ל.	HUB-D3814	מייערסאָן, מ. ל.	0.4	0	gender:male|year:1905|career-overlap	HUB-D2459	0	אין 1905 אַריינגעטראָטן אין דער טרופּע פֿון מייערסאָן
M-Volume5IIIorg-NOXID-מייערסאָן-007	5	facs_590_tr_1739222448	P-5-facs_590_tr_1739222448	וויינבערג, שמואל	מייערסאן	מייערסאָן	AMBIGUOUS	family_abstain_suggested			HUB-D2459|HUB-D3814	מייערסאָן, ליאָסע|מייערסאָן, מ. ל.	0.3|0.3	1	gender:male|family-cluster	HUB-D2459		נאָכדעם געפאָרן מיט מייערסאָן
M-Volume5IIIorg-NOXID-מייערסאָן-006	5	facs_74_tr_1733059496	P-5-facs_74_tr_1733059496	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ]	מייערסאן	מייערסאָן	AMBIGUOUS	family_abstain_suggested			HUB-D2459|HUB-D3814	מייערסאָן, ליאָסע|מייערסאָן, מ. ל.	0.3|0.3	1	gender:male|family-cluster	HUB-D2459		זיי באַטייליקט זיך אונטער איר מיידלשן נאָמען (גלאַזער) אַלס כאָריסטקע און אַקטריסע אין די טרופּעס פֿון מייערסאָן
M-volume6IIIorg-6-facs_62_tr_1747746110-מייערסאָן-000	6	facs_62_tr_1747746110	P-6-facs_62_tr_1747746110	ראַבינאָוויטש, אַברהם	מייערסאן	מייערסאָן	AMBIGUOUS	family_abstain_suggested			HUB-D3814|HUB-D2459	מייערסאָן, מ. ל.|מייערסאָן, ליאָסע	0.4|0.3	1	gender:male|family-cluster|career-overlap	HUB-D2459		פֿריער מיט מייערסאָן עטלעכע יאָר איבער פֿאַרשיידענע שטעט און שטעטלעך פֿון רוסלאַנד
M-volume6IIIorg-NOXID-מייערסאָן-010	6	facs_65_tr_1747746191	P-6-facs_65_tr_1747746191	ריטען, מלכה	מייערסאן	מייערסאָן	RESOLVED	unique_candidate	HUB-D3814	מייערסאָן, מ. ל.	HUB-D3814	מייערסאָן, מ. ל.	0.4	0	gender:male|year:1907|career-overlap	HUB-D2459	0	דערנאָך מיט מייערסאָן
M-volume7IIIorg-NOXID-מייערסאָן-001	7	facs_63_r_10	P-7-facs_63_r_10	רופּינאָ, ריוואַ [פּאַדאָלסקאַ]	מייערסאן	מייערסאָן	AMBIGUOUS	family_abstain_suggested			HUB-D3814|HUB-D2459	מייערסאָן, מ. ל.|מייערסאָן, ליאָסע	0.4|0.3	1	gender:male|year:1941|family-cluster|career-overlap	HUB-D2459		א'ר פֿון מייערסאָן
M-volume7IIIorg-NOXID-מייערסאָן-000	7	facs_63_r_4	P-7-facs_63_r_4	בעקער, סאַשאַ	מייערסאן	מייערסאָן	AMBIGUOUS	family_abstain_suggested			HUB-D2459|HUB-D3814	מייערסאָן, ליאָסע|מייערסאָן, מ. ל.	0.3|0.3	1	gender:male|family-cluster	HUB-D2459		אין דער צייט פון באָלשעוויסטישן רעזשים איז די טרופּע (אונטער רעזשי פון מייערסאָן) איבערגעגאַנגען צו אַ ליטעראַרישן רעפּערטואָר.
M-volume7IIIorg-NOXID-מייערסאָן-002	7	facs_68_tr_1756359770	P-7-facs_68_tr_1756359770	קאַרלאָס, ג. א.	מייערסאן	מייערסאָן	AMBIGUOUS	family_abstain_suggested			HUB-D2459|HUB-D3814	מייערסאָן, ליאָסע|מייערסאָן, מ. ל.	0.3|0.3	1	gender:male|family-cluster	HUB-D2459		אַריינצוטרעטן אין דער יידישער טרופּע אונטער דער אָנפֿירונג פֿון מייערסאָן אין ניקאַלייעוו
M-volume_2IIIorg-NOXID-מייערסאָנען-000	2	facs_402_tr_1744366863	P-2-facs_402_tr_1744366863	עפשטיין, גרישאַ (יואל)	מייערסאנען	מייערסאָנען	RESOLVED	unique_candidate	HUB-D3814	מייערסאָן, מ. ל.	HUB-D3814	מייערסאָן, מ. ל.	0.4	0	gender:male|career-overlap	HUB-D3814	1	לסוף געפֿירט מיט מייערסאָנען אַ טרופּע איבער פּאָדאָלער און קיעווער גובערניעס.
M-volume_2IIIorg-NOXID-מייק-000	2	facs_32_tr_1744131393	P-2-facs_32_tr_1744131393	טאָמאַשעווסקי, פּנחס	מייק	מייק	RESOLVED	unique_candidate	HUB-D3073	טאָמאַשעווסקי, מייק (מרדכי)	HUB-D3073	טאָמאַשעווסקי, מייק (מרדכי)	0.4	0	gender:male|career-overlap	HUB-D3073	1	ט.'ס אַלע קינדער באָריס, מערי, פעני, מייק, עמאַ און עני זיינען פֿאַרבונדן מיטן יידישן טעאַטער.
M-volume6IIIorg-NOXID-מייקל-000	6	facs_643_tr_1747930524	P-6-facs_643_tr_1747930524	פֿריידעלע [אוישער]	מייקל	מייקל	RESOLVED	unique_candidate	HUB-P-5-facs_598_tr_1739222545	דר מייקל סאַסין	HUB-P-5-facs_598_tr_1739222545	דר מייקל סאַסין	0.3	0	gender:male	HUB-P-5-facs_598_tr_1739222545	1	פֿ.'ס זון, מייקל, איז אַ גיטאָריסט.
M-volume_1IIIorg-NOXID-מייקעלזאָן-000	1	facs_259_tr_1741260211	P-1-facs_259_tr_1741260211	גליקמאַן, אַסתר	מייקעלזאן	מייקעלזאָן	RESOLVED	unique_candidate	HUB-D2462	מייקעלזאָהן, דזשוליוס [יהודה מיכלזאָהן]	HUB-D2462	מייקעלזאָהן, דזשוליוס [יהודה מיכלזאָהן]	0.3	0	gender:male|year:1921	HUB-D2462	1	אין 1921 חתונה געהאָט מיט מייקעלזאָן, און זייט דאָמאָלט שפּילט זיי צוזאַמען מיט איר מאַן.
M-volume_2IIIorg-NOXID-מייקעלסאנען-000	2	facs_105_tr_1744279219	P-2-facs_105_tr_1744279219	לאַנגסנער, קלאַראַ	מייקעלסאנען	מייקעלסאנען	RESOLVED	unique_candidate	HUB-D2462	מייקעלזאָהן, דזשוליוס [יהודה מיכלזאָהן]	HUB-D2462	מייקעלזאָהן, דזשוליוס [יהודה מיכלזאָהן]	0.3	0	gender:male	HUB-D2462	1	דאָ ווערט זי אנגאַזשירט פֿון מייקעלסאנען פֿאַר זיין טרופּע אין בופֿאָלאַ
M-Volume5IIIorg-NOXID-מיכאַלעוויטש-000	5	facs_190_tr_1736588983	P-5-facs_190_tr_1736588983	אַלטבוים, סאָניאַ [סטאַראָדוב)	מיכאלעוויטש	מיכאַלעוויטש	RESOLVED	unique_candidate	HUB-D2469	מיכאַלעוויטש, ב. ּ[יוסף איזבּיצקי]	HUB-D2469	מיכאַלעוויטש, ב. ּ[יוסף איזבּיצקי]	0.3	0	gender:male	HUB-D2469	1	ביי מיכאַלעוויטש און דאָברוֹליוּבאָוו
M-volume6IIIorg-NOXID-מיכאַלענקאָ-000	6	facs_24_tr_1747746131	P-6-facs_24_tr_1747746131	אַנציפּאָוויטש, ריוואַ	מיכאלענקא	מיכאַלענקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male|year:1910			אין 1910 האָט א. געשפּילט אַלס פּרימאַדאָנע אויף דער אוקראָננישער בינע אין דער טרופּע פֿון קאָפּילאָוו אין מיכאַלענקאָ
M-volume_1IIIorg-NOXID-מיכאָלעסקאָ-002	1	facs_206_tr_1741260268	P-1-facs_206_tr_1741260268	גאָלדשטיין, זינאַ	מיכאלעסקא	מיכאָלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		2 סעזאָנען מיט מיכאָלעסקאָ אין ליבערטי-טעאַטער
M-volume_1IIIorg-NOXID-מיכאָלעסקאָ-003	1	facs_290_tr_1741260473	P-1-facs_290_tr_1741260473	דובינסקי, יידל	מיכאלעסקא	מיכאָלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		דערנאָך צו סעזאָנען ביי עדעלשטיין מיט מיכאָלעסקאָ און וואָליער
M-volume_1IIIorg-NOXID-מיכאָלעסקאָ-004	1	facs_291_tr_1741260462	P-1-facs_291_tr_1741260462	דזשייקאָבסאָן, אוירווינג	מיכאלעסקא	מיכאָלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		2 סעזאָנען אין שיקאַנא מיט מיכאָלעסקאָ
M-volume_1IIIorg-NOXID-מיכאָלעסקאָ-005	1	facs_337_tr_1741260519	P-1-facs_337_tr_1741260519	וואַהלמאַן, יהודה-לייב	מיכאלעסקא	מיכאָלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		אויפֿגעפֿירט אין וואַרשעווער עליזעאוםטעאַטער (מיט מיכאָלעסקאָ, כאָראַז און סט. קלער אין די הויפּטראָלן.
M-volume_1IIIorg-NOXID-מיכאָלעסקאָ-006	1	facs_361_r_9	P-1-facs_361_r_9	וויינשטאָק, יוסף	מיכאלעסקא	מיכאָלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male|year:1929	HUB-P-4-facs_672_r_1		מיטגעפֿאָרן אויף דער פּראָווינץ מיט מיכאָלעסקאָס גאַסטראָלירנדיקער טרופּע
M-volume_1IIIorg-NOXID-מיכאָלעסקאָ-007	1	facs_379_r_152	P-1-facs_379_r_152	וויסאָצקי, אידאָ	מיכאלעסקא	מיכאָלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		וואו זי שפּילט צוזאַמען מיט וואָקסמאַן, כאַראַז און מיכאָלעסקאָ פֿאַרשיידענע קינדער-ראָלן.
M-volume_1IIIorg-NOXID-מיכאָלעסקאָ-000	1	facs_37_tr_1740520982	P-1-facs_37_tr_1740520982	אויערבאַך, בּאָריס [בן-ציון]	מיכאלעסקא	מיכאָלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		אין שיקאָגאָ ביי גליקמאַן און מיכאָלעסקאָ
M-volume_1IIIorg-NOXID-מיכאָלעסקאָ-008	1	facs_389_tr_1739715087	P-1-facs_389_tr_1739715087	זאַנגער יעקב	מיכאלעסקא	מיכאָלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male|year:1927	HUB-P-4-facs_672_r_1		1927-8 — אין שיקאָגאָ ביי גליקמאָן-מיכאָלעסקאָ
M-volume_1IIIorg-NOXID-מיכאָלעסקאָ-009	1	facs_402_r_3	P-1-facs_402_r_3	זיידענבערג, לעאָן [דוד-לייב זיידענווערג]	מיכאלעסקא	מיכאָלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male|year:1927	HUB-P-4-facs_672_r_1		שפּילט דערנאָך אין 1927-28 ביי גליקמאַן און מיכאָלעסקאָ אין שיקאָגאָ
M-volume_1IIIorg-NOXID-מיכאָלעסקאָ-001	1	facs_95_tr_1740521146	P-1-facs_95_tr_1740521146	ביאַלקאָוויטש,ישראל	מיכאלעסקא	מיכאָלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male|year:1911	HUB-P-4-facs_672_r_1		1911 פֿאָרט ב. אָפּ קיין רוסלאַנד אין דער טרופּע שאַראַוונערווייסבלאָט (מיכאָלעסקאָ)
M-volume_2IIIorg-NOXID-מיכאָלעסקאַ-001	2	facs_176_r_4	P-2-facs_176_r_4	לדערמאַן, דוד	מיכאלעסקא	מיכאָלעסקאַ	RESOLVED	scored	HUB-P-4-facs_672_r_1	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	HUB-P-4-facs_672_r_1|HUB-D2463	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ|מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]	0.3|0.05	0	gender:female|gender-mismatch	HUB-P-4-facs_672_r_1	1	"מיטגרינדער (צוזאַמען מיט מיכאָלעסקאַ און כאַראַז) פֿון דעם מאָדערנעם אָפּערעטע-טעאַטער צענטראַל"" אין וואַרשע"
M-volume_2IIIorg-NOXID-מיכאַלעסקאָ-014	2	facs_48_r_2	P-2-facs_48_r_2	טיימאַן, משה	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		מיט מיכאַלעסקאָן אויף דער פּראָווינץ
M-Volume_3IIIorg-NOXID-מיכאַלעסקאָ-000	3	facs_274_tr_1755674150	P-3-facs_274_tr_1755674150	רעשאַווער, מאַקס	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male|year:1926	HUB-P-4-facs_672_r_1		1926-27 געוואָרן פֿאַרוואַלטער ביי מיכאַלעסקאָן אין שיקאַגאָ
M-Volume_3IIIorg-NOXID-מיכאָלעסקאַ-000	3	facs_311_tr_1755975322	P-3-facs_311_tr_1755975322	פֿאָגעלנעסט, סעם	מיכאלעסקא	מיכאָלעסקאַ	RESOLVED	scored	HUB-P-4-facs_672_r_1	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	HUB-P-4-facs_672_r_1|HUB-D2463	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ|מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]	0.3|0.05	0	gender:female|gender-mismatch	HUB-P-4-facs_672_r_1	1	"מיכאָלעסקאַ האָט אין אייראָפּע אויפגעפֿירט פ.'ס „מיין פאַרגעסענע יוגנט""."
M-Volume_3IIIorg-NOXID-מיכאַלעסקאָ-001	3	facs_326_tr_1756057710	P-3-facs_326_tr_1756057710	קוסטין, סאַלאָמאַן [שלמה]	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		שפּילט אויף לעשנאַ מיט מיכאַלעסקאָן
M-Volume_3IIIorg-NOXID-מיכאַלעסקאָ-002	3	facs_334_tr_1756105641	P-3-facs_334_tr_1756105641	שושנה, ר	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		אין „צענטראַל“-טעאַטער מיט מיכאַלעסקאָ
M-Volume_3IIIorg-NOXID-מיכאַלעסקאָ-003	3	facs_351_tr_1756108353	P-3-facs_351_tr_1756108353	רוסקין, שמעון	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		מיט די גאַסטראָלערן מיכאַלעסקאָ און קלאַראַ יאָנג.
M-Volume_3IIIorg-NOXID-מיכאַלעסקאָ-004	3	facs_397_tr_1755856120	P-3-facs_397_tr_1755856120	קרעסין, מרים	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		מיכאַלעסקאָ
M-Volume_3IIIorg-NOXID-מיכאַלעסקאָ-005	3	facs_400_tr_1755856076	P-3-facs_400_tr_1755856076	רובין, יעקב	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		באַזעצט זיך אין שיקאַגאָ, וואו ער איז געווען טעטיק ביי מיכאַלעסקאָן אַלס סצענאַר און געשפּילט קליינע ראָלן
M-Volume_4IIIorg-NOXID-מיכאַלעסקאָ-009	4	facs_101_r_1	P-4-facs_101_r_1	שאַראַוונער, דוד	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		ביי אים האָבן אין געוויסע צייטן געשפּילט אַזעלכע שפּעטערבאַרימטע אַקטיאָרן ווי מיכאַלעסקאָ
M-Volume_4IIIorg-NOXID-מיכאַלעסקאָ-010	4	facs_352_tr_1754998404	P-4-facs_352_tr_1754998404	פֿרידמאַן, יצחק	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		"האָט מיכאַלעסקאָ אויפֿגעפֿירט אין „מעקינלי סקווער טעאַטער"" פֿ.'ס און סיימאָן וואולפס „ווען צוויי הערצער ליבן""."
M-Volume_4IIIorg-NOXID-מיכאַלעסקאָ-011	4	facs_433_tr_1755030211	P-4-facs_433_tr_1755030211	פֿריימאַן, לואיס [לייזער געניוק]	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		דעם 9 פעברואר 1923 ווערט אין זעלבן טעאַטער אויפֿגעפירט דורך מיכאַלעסקאָן פ.'ס אָפּערעטע „די גאָלדענע כלה
M-Volume_4IIIorg-NOXID-מיכאָלעסקאָ-010	4	facs_446_tr_1755029997	P-4-facs_446_tr_1755029997	זיידענבערג-סאַנטאָפּ, לאהלע [ראַכינאָוויטש]	מיכאלעסקא	מיכאָלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		שיקאַגאָ (דיר. מיכאָלעסקאָ)
M-Volume_4IIIorg-NOXID-מיכאָלעסקאָ-011	4	facs_597_tr_1755030190	P-4-facs_597_tr_1755030190	קאָפּלאַן, זעלדע	מיכאלעסקא	מיכאָלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		"זי איז אָנגאַזשירט געוואָרן צו שפּילן סוברעטין-ראָלן אויף דער פּראָווינץ מיט לעבעדעוו און מיכאָלעסקאָ אין דער אָפּערעטע „די פֿריילעכע משפּחה"""
M-Volume_4IIIorg-NOXID-מיכאַלעסקאָ-012	4	facs_652_tr_1755030209	P-4-facs_652_tr_1755030209	מאָריס פֿאַרבער	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		דער שפּעטער באַרימטער יידישער שוישפּילער מיכאַלעסקאָ האָט געשפּילט אין ווייסבלאַט
M-Volume_4IIIorg-NOXID-מיכאַלעסקאָ-013	4	facs_661_tr_1755030263	P-4-facs_661_tr_1755030263	רויזעלע ליבקין	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		איר פֿאָטער שפּילט דאָרט מיט מיכאַלעסקאָן און גאַנץ אָפֿט זינגט זי מיט אין כאָר.
M-Volume5IIIorg-NOXID-מיכאַלעסקאָ-006	5	facs_143_tr_1733832807	P-5-facs_143_tr_1733832807	צוקער, שלום	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		עס געפֿינען זיך נאָך היינט פיל אַקטיאָרן אין אַמעריקע, וואָס האָבן געשפּילט אונטער מיין רעזשי, ווי לעבעדעוו, טייטעלבוים, מיכאַלעסקאָ
M-Volume5IIIorg-NOXID-מיכאַלעסקאָ-007	5	facs_161_tr_1735652635	P-5-facs_161_tr_1735652635	ראָזען, שמחה	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		שפּילט אין 'צענטראַל'טעאַטער מיט מיכאַלעסקאָ און כאַראַז
M-Volume5IIIorg-5-facs_189_tr_1736589045-מיכאַלעסקאָ-000	5	facs_189_tr_1736589045	P-5-facs_189_tr_1736589045	באָנטשע [אַברהם ראָזענפעלד]	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male|year:1918	HUB-P-4-facs_672_r_1		ב. האָט געשריבן די אָפּערעטע „די פרויען-געגנער“, וועלכע איז אין 1918 אויפֿגעפֿירט געוואָרן דורך מיכאַלעסקאָ אין וואַרשע
M-Volume5IIIorg-NOXID-מיכאַלעסקאָ-008	5	facs_305_tr_1739220515	P-5-facs_305_tr_1739220515	זאַנדבערג, משה	מיכאלעסקא	מיכאַלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male|year:1914	HUB-P-4-facs_672_r_1		אין 1914 האָט ז. מיטגעמאַכט דעם טורניי פֿון מיכאַלעסקאָ
M-volume6IIIorg-NOXID-מיכאלעסקאָ-000	6	facs_11_tr_1747745181	P-6-facs_11_tr_1747745181	אַבּעלמאַן, בעני [ברוך-משה]	מיכאלעסקא	מיכאלעסקאָ	AMBIGUOUS	low_margin			HUB-D2463|HUB-P-4-facs_672_r_1	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]|אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	0.3|0.3	0	gender:male	HUB-P-4-facs_672_r_1		איין קראַנץ אַוועקגעלייגט דער אַרטיסט מיכאלעסקאָ אין נאָמען פֿון ניו-יאָרקער יידישן אַרטיסטן-פאַריין
